"","long_station_name","data_owner_id","dwr_sample_code","collection_date2","lab_result","field_result","rpd"
"232","SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC","0310","E1222B2828","12/15/2022 11:10",1300,1325,1.9047619047619
"233","NZ068 in Sacramento River","0310","E1222B2797","12/15/2022 12:15",218,211,-3.26340326340326
"234","D6 - Suisun Bay @ Bulls Head nr. Martinez","0310","E1222B2861","12/16/2022 09:30",25100,26152,4.1052056505112
"235","D8 - Suisun Bay off Middle Point nr. Nichols","0310","E1222B2862","12/16/2022 10:30",10100,10701,5.77856833806067
"236","D10 - Sacramento River @ Chipps Island","0310","E1222B2863","12/16/2022 11:25",9110,9173,0.689164797899688
"237","D7 - Grizzly Bay @ Dolphin nr. Suisun Slough","0310","E1222B2903","12/19/2022 09:55",19900,20361,2.29005737562405
"238","NZS42 - Suisun Slough @ Volanti Slough","0310","E1222B2904","12/19/2022 11:20",11900,11947,0.394179561370403
"239","NZ032 - Montezuma Slough nr Grizzly Island Club","0310","E1222B2905","12/19/2022 12:30",12000,12295,2.42848322700144
"240","D41A - San Pablo Bay near Mouth of Petaluma River","0310","E1222B2951","12/20/2022 09:40",35700,36825,3.1023784901758
"241","D41 - San Pablo Bay near Pinole Point","0310","E1222B2952","12/20/2022 11:20",41900,43537,3.83206339173894
"242","NZ325 - San Pablo Bay near Rock Wall and Light 15","0310","E1222B2953","12/20/2022 12:30",37800,39293,3.87324400399517
"243","NZ002 - Carquinez Strait near Glencove Harbor","0310","E1222B2954","12/20/2022 12:55",32900,33724,2.47358309317963
"244","NZ004 - Carquinez Strait near Ozol Pier","0310","E1222B2955","12/20/2022 13:15",32300,33273,2.96768487029723
"245","Sacramento River @ Hood - C3A","0310","E0122B0002","01/05/2022 08:30",189,201,6.15384615384615
"246","C9 - West Canal @ Clifton Court Intake","0310","E0122B0003","01/05/2022 10:15",620,634,2.23285486443381
"247","C10A - San Joaquin River near Vernalis @ SJR Club","0310","E0122B0004","01/05/2022 11:45",533,515,-3.43511450381679
"248","D12 - San Joaquin River @ Antioch Ship Channel","0310","E0122B0013","01/06/2022 08:05",382,389,1.81582360570687
"249","D16 - San Joaquin River @ Twitchell Island","0310","E0122B0014","01/06/2022 09:15",297,300,1.00502512562814
"250","D19 - Frank's Tract near Russo's Landing","0310","E0122B0015","01/06/2022 10:35",453,458,1.09769484083425
"251","D28A - Old River @ Rancho Del Rio","0310","E0122B0016","01/06/2022 11:25",477,484,1.45681581685744
"252","D26 - San Joaquin River @ Potato Point","0310","E0122B0050","01/07/2022 08:15",290,292,0.687285223367698
"253","MD10A - Disappointment Slough @ Bishop Cut","0310","E0122B0051","01/07/2022 09:35",352,353,0.283687943262411
"254","P8 - San Joaquin River @ Buckley Cove","0310","E0122B0052","01/07/2022 11:00",364,366,0.547945205479452
"255","D4 - Sacramento River above Point Sacramento","0310","E0122B0077","01/10/2022 10:25",325,325,0
"256","D22 - Sacramento River @ Emmaton","0310","E0122B0078","01/10/2022 11:15",240,240,0
"257","NZ068 in Sacramento River","0310","E0122B0079","01/10/2022 12:10",223,223,0
"258","D6 - Suisun Bay @ Bulls Head nr. Martinez","0310","E0122B0143","01/11/2022 09:55",19500,20720,6.06663351566385
"259","D8 - Suisun Bay off Middle Point nr. Nichols","0310","E0122B0144","01/11/2022 10:55",2400,2568,6.76328502415459
"260","D10 - Sacramento River @ Chipps Island","0310","E0122B0145","01/11/2022 11:50",1720,1973,13.7015976171135
"261","SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC","0310","E0122B0109","01/11/2022 11:50",1290,1973,41.8633159669016
"262","SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC","0310","E0122B0110","01/11/2022 12:50",1010,1006,-0.396825396825397
"263","D7 - Grizzly Bay @ Dolphin nr. Suisun Slough","0310","E0122B0185","01/12/2022 09:45",6820,6351,-7.12170678004707
"264","NZS42 - Suisun Slough @ Volanti Slough","0310","E0122B0186","01/12/2022 10:50",3250,3290,1.22324159021407
"265","NZ032 - Montezuma Slough nr Grizzly Island Club","0310","E0122B0187","01/12/2022 12:00",3140,3188,1.51706700379267
"266","D41A - San Pablo Bay near Mouth of Petaluma River","0310","E0122B0233","01/13/2022 09:10",26900,29761,10.098656924516
"267","D41 - San Pablo Bay near Pinole Point","0310","E0122B0234","01/13/2022 10:45",32200,36893,13.5845888874416
"268","NZ325 - San Pablo Bay near Rock Wall and Light 15","0310","E0122B0235","01/13/2022 11:35",24200,30861,24.1949837453007
"269","NZ002 - Carquinez Strait near Glencove Harbor","0310","E0122B0236","01/13/2022 11:55",24400,26353,7.69609678245621
"270","NZ004 - Carquinez Strait near Ozol Pier","0310","E0122B0237","01/13/2022 12:15",24600,25248,2.5999037072701
"271","Sacramento River @ Hood - C3A","0310","E0222B0303","02/07/2022 10:45",195,192,-1.55038759689922
"272","C9 - West Canal @ Clifton Court Intake","0310","E0222B0304","02/07/2022 12:40",431,425,-1.4018691588785
"273","C10A - San Joaquin River near Vernalis @ SJR Club","0310","E0222B0305","02/07/2022 14:00",350,344,-1.72910662824208
"274","D12 - San Joaquin River @ Antioch Ship Channel","0310","E0222B0314","02/08/2022 10:00",1260,1213,-3.80105135463
"275","SF Estuarine Entrapment Zone-2000 µS/cm bottom EC","0310","E0222B0333","02/08/2022 10:00",1180,1213,2.75804429586293
"276","D16 - San Joaquin River @ Twitchell Island","0310","E0222B0315","02/08/2022 11:10",299,293,-2.02702702702703
"277","D19 - Frank's Tract near Russo's Landing","0310","E0222B0316","02/08/2022 12:10",329,323,-1.84049079754601
"278","D28A - Old River @ Rancho Del Rio","0310","E0222B0317","02/08/2022 13:05",332,329,-0.907715582450832
"279","D26 - San Joaquin River @ Potato Point","0310","E0222B0351","02/09/2022 10:15",275,272,-1.09689213893967
"280","MD10A - Disappointment Slough @ Bishop Cut","0310","E0222B0352","02/09/2022 11:40",362,360,-0.554016620498615
"281","P8 - San Joaquin River @ Buckley Cove","0310","E0222B0353","02/09/2022 13:25",820,817,-0.366524129505192
"282","D4 - Sacramento River above Point Sacramento","0310","E0222B0378","02/10/2022 11:30",4410,4342,-1.55393053016453
"283","SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC","0310","E0222B0410","02/10/2022 12:05",3340,3359,0.567248843110912
"284","SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC","0310","E0222B0411","02/10/2022 13:15",779,882,12.4021673690548
"285","D22 - Sacramento River @ Emmaton","0310","E0222B0379","02/10/2022 13:50",347,361,3.95480225988701
"286","NZ068 in Sacramento River","0310","E0222B0380","02/10/2022 14:45",223,221,-0.900900900900901
"287","D6 - Suisun Bay @ Bulls Head nr. Martinez","0310","E0222B0413","02/11/2022 10:45",28600,29982,4.71817281758902
"288","D8 - Suisun Bay off Middle Point nr. Nichols","0310","E0222B0414","02/11/2022 11:45",12100,13333,9.69606416859985
"289","D10 - Sacramento River @ Chipps Island","0310","E0222B0415","02/11/2022 12:30",7690,7358,-4.41254651780968
"290","D7 - Grizzly Bay @ Dolphin nr. Suisun Slough","0310","E0222B0424","02/14/2022 11:50",15400,15918,3.30800178810907
"291","NZS42 - Suisun Slough @ Volanti Slough","0310","E0222B0425","02/14/2022 12:50",9740,9874,1.36637095951871
"292","NZ032 - Montezuma Slough nr Grizzly Island Club","0310","E0222B0426","02/14/2022 14:00",10600,10791,1.78579776541536
"293","D41A - San Pablo Bay near Mouth of Petaluma River","0310","E0222B0441","02/15/2022 10:25",34400,35407,2.88509748306044
"294","D41 - San Pablo Bay near Pinole Point","0310","E0222B0442","02/15/2022 12:05",40400,41978,3.83111995921241
"295","NZ325 - San Pablo Bay near Rock Wall and Light 15","0310","E0222B0443","02/15/2022 12:50",32100,32498,1.23223629214527
"296","NZ002 - Carquinez Strait near Glencove Harbor","0310","E0222B0444","02/15/2022 13:10",31500,32282,2.45210247405224
"297","NZ004 - Carquinez Strait near Ozol Pier","0310","E0222B0445","02/15/2022 13:25",26900,28802,6.82919823345661
"298","Sacramento River @ Hood - C3A","0310","E0322B0460","03/09/2022 10:30",165,161,-2.45398773006135
"299","C9 - West Canal @ Clifton Court Intake","0310","E0322B0461","03/09/2022 12:30",470,465,-1.06951871657754
"300","C10A - San Joaquin River near Vernalis @ SJR Club","0310","E0322B0462","03/09/2022 14:15",444,435,-2.04778156996587
"301","D12 - San Joaquin River @ Antioch Ship Channel","0310","E0322B0471","03/10/2022 09:45",1110,1059,-4.70262793914246
"302","D16 - San Joaquin River @ Twitchell Island","0310","E0322B0472","03/10/2022 11:00",298,290,-2.72108843537415
"303","D19 - Frank's Tract near Russo's Landing","0310","E0322B0473","03/10/2022 12:00",313,305,-2.58899676375405
"304","D28A - Old River @ Rancho Del Rio","0310","E0322B0474","03/10/2022 13:00",339,330,-2.69058295964126
"305","D26 - San Joaquin River @ Potato Point","0310","E0322B0508","03/11/2022 10:25",273,267,-2.22222222222222
"306","MD10A - Disappointment Slough @ Bishop Cut","0310","E0322B0509","03/11/2022 12:10",415,404,-2.68620268620269
"307","P8 - San Joaquin River @ Buckley Cove","0310","E0322B0510","03/11/2022 13:50",746,731,-2.031144211239
"308","D4 - Sacramento River above Point Sacramento","0310","E0322B0535","03/14/2022 12:50",3140,2787,-11.9115910241269
"309","SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC","0310","E0322B0567","03/14/2022 13:00",4190,3885,-7.55417956656347
"310","SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC","0310","E0322B0568","03/14/2022 13:45",1520,1345,-12.216404886562
"311","D22 - Sacramento River @ Emmaton","0310","E0322B0536","03/14/2022 14:25",272,337,21.3464696223317
"312","NZ068 in Sacramento River","0310","E0322B0537","03/14/2022 15:20",191,186,-2.6525198938992
"313","D6 - Suisun Bay @ Bulls Head nr. Martinez","0310","E0322B0601","03/15/2022 12:30",22100,25612,14.7216633132126
"314","D8 - Suisun Bay off Middle Point nr. Nichols","0310","E0322B0602","03/15/2022 13:25",10600,12335,15.1297144102899
"315","D10 - Sacramento River @ Chipps Island","0310","E0322B0603","03/15/2022 14:05",7110,7316,2.85595452654929
"316","D7 - Grizzly Bay @ Dolphin nr. Suisun Slough","0310","E0322B0643","03/16/2022 11:15",11900,12056,1.30238771080314
"317","NZS42 - Suisun Slough @ Volanti Slough","0310","E0322B0644","03/16/2022 12:35",7340,7343,0.0408635837362937
"318","NZ032 - Montezuma Slough nr Grizzly Island Club","0310","E0322B0645","03/16/2022 13:45",8990,9076,0.952064651832171
"319","D41A - San Pablo Bay near Mouth of Petaluma River","0310","E0322B0648","03/17/2022 10:45",32500,33179,2.06763196759999
"320","D41 - San Pablo Bay near Pinole Point","0310","E0322B0649","03/17/2022 12:15",40100,41471,3.36148876438931
"321","NZ325 - San Pablo Bay near Rock Wall and Light 15","0310","E0322B0650","03/17/2022 13:00",31200,31826,1.98648176942849
"322","NZ002 - Carquinez Strait near Glencove Harbor","0310","E0322B0651","03/17/2022 13:20",31200,31755,1.76316416487968
"323","NZ004 - Carquinez Strait near Ozol Pier","0310","E0322B0652","03/17/2022 13:35",27400,28470,3.83032038661178
"324","Sacramento River @ Hood - C3A","0310","E0422B0667","04/06/2022 09:00",153,151,-1.31578947368421
"325","C9 - West Canal @ Clifton Court Intake","0310","E0422B0668","04/06/2022 10:45",472,469,-0.637619553666312
"326","C10A - San Joaquin River near Vernalis @ SJR Club","0310","E0422B0669","04/06/2022 12:15",649,643,-0.928792569659443
"327","D12 - San Joaquin River @ Antioch Ship Channel","0310","E0422B0678","04/21/2022 06:55",6050,6282,3.76256892637042
"328","SF Estuarine Entrapment Zone-6000 µS/cm bottom EC","0310","E0422B0696","04/21/2022 07:40",3860,3865,0.129449838187702
"329","SF Estuarine Entrapment Zone-2000 µS/cm bottom EC","0310","E0422B0697","04/21/2022 08:35",1700,1681,-1.12392783200237
"330","D16 - San Joaquin River @ Twitchell Island","0310","E0422B0679","04/21/2022 09:15",691,697,0.864553314121038
"331","D19 - Frank's Tract near Russo's Landing","0310","E0422B0680","04/21/2022 10:50",288,286,-0.696864111498258
"332","D28A - Old River @ Rancho Del Rio","0310","E0422B0681","04/21/2022 11:35",302,298,-1.33333333333333
"333","D26 - San Joaquin River @ Potato Point","0310","E0422B0715","04/22/2022 07:30",315,311,-1.2779552715655
"334","MD10A - Disappointment Slough @ Bishop Cut","0310","E0422B0716","04/22/2022 09:05",402,397,-1.25156445556946
"335","P8 - San Joaquin River @ Buckley Cove","0310","E0422B0717","04/22/2022 10:45",735,730,-0.68259385665529
"336","D4 - Sacramento River above Point Sacramento","0310","E0422B0742","04/25/2022 11:10",5600,5587,-0.232412621793153
"337","SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC","0310","E0422B0774","04/25/2022 11:10",5600,5587,-0.232412621793153
"338","D22 - Sacramento River @ Emmaton","0310","E0422B0743","04/25/2022 12:00",1800,1891,4.93091303169873
"339","SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC","0310","E0422B0775","04/25/2022 12:00",1770,1891,6.61021578803606
"340","NZ068 in Sacramento River","0310","E0422B0744","04/25/2022 12:55",255,253,-0.78740157480315
"341","D6 - Suisun Bay @ Bulls Head nr. Martinez","0310","E0422B0808","04/26/2022 11:05",25500,25939,1.70687610567857
"342","D8 - Suisun Bay off Middle Point nr. Nichols","0310","E0422B0809","04/26/2022 11:55",13600,13696,0.703399765533412
"343","D10 - Sacramento River @ Chipps Island","0310","E0422B0810","04/26/2022 12:35",9650,9663,0.134624346295242
"344","D7 - Grizzly Bay @ Dolphin nr. Suisun Slough","0310","E0422B0850","04/27/2022 10:45",14700,14711,0.0748019448505661
"345","NZS42 - Suisun Slough @ Volanti Slough","0310","E0422B0851","04/27/2022 12:00",6990,7007,0.242909194827463
"346","NZ032 - Montezuma Slough nr Grizzly Island Club","0310","E0422B0852","04/27/2022 13:05",7930,8034,1.30293159609121
"347","D41A - San Pablo Bay near Mouth of Petaluma River","0310","E0422B0898","04/28/2022 11:15",34700,35197,1.42209250754682
"348","D41 - San Pablo Bay near Pinole Point","0310","E0422B0899","04/28/2022 12:40",41200,41866,1.60354416969639
"349","NZ325 - San Pablo Bay near Rock Wall and Light 15","0310","E0422B0900","04/28/2022 13:25",35800,36687,2.4473353842758
"350","NZ002 - Carquinez Strait near Glencove Harbor","0310","E0422B0901","04/28/2022 13:40",31700,32025,1.0200078462142
"351","NZ004 - Carquinez Strait near Ozol Pier","0310","E0422B0902","04/28/2022 14:00",30700,30909,0.678472301124836
"352","Sacramento River @ Hood - C3A","0310","E0522B0933","05/19/2022 07:15",137,133,-2.96296296296296
"353","C9 - West Canal @ Clifton Court Intake","0310","E0522B0934","05/19/2022 09:30",373,372,-0.268456375838926
"354","C10A - San Joaquin River near Vernalis @ SJR Club","0310","E0522B0935","05/19/2022 10:45",211,210,-0.475059382422803
"355","D12 - San Joaquin River @ Antioch Ship Channel","0310","E0522B0938","05/20/2022 06:45",6890,7634,10.2451115395208
"356","SF Estuarine Entrapment Zone-6000 µS/cm bottom EC","0310","E0522B0968","05/20/2022 07:55",5350,5386,0.670640834575261
"357","SF Estuarine Entrapment Zone-2000 µS/cm bottom EC","0310","E0522B0969","05/20/2022 08:50",1440,1645,13.290113452188
"358","D16 - San Joaquin River @ Twitchell Island","0310","E0522B0939","05/20/2022 09:30",1130,1123,-0.621393697292499
"359","D19 - Frank's Tract near Russo's Landing","0310","E0522B0940","05/20/2022 10:45",340,340,0
"360","D28A - Old River @ Rancho Del Rio","0310","E0522B0941","05/20/2022 11:35",313,313,0
"361","D26 - San Joaquin River @ Potato Point","0310","E0522B0951","05/23/2022 09:05",330,325,-1.52671755725191
"362","MD10A - Disappointment Slough @ Bishop Cut","0310","E0522B0952","05/23/2022 10:30",379,375,-1.06100795755968
"363","P8 - San Joaquin River @ Buckley Cove","0310","E0522B0953","05/23/2022 11:55",572,569,-0.525854513584575
"364","D4 - Sacramento River above Point Sacramento","0310","E0522B0987","05/24/2022 10:55",7510,7964,5.86790745767093
"365","SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC","0310","E0522B1013","05/24/2022 11:40",5050,5137,1.70805929125356
"366","D22 - Sacramento River @ Emmaton","0310","E0522B0988","05/24/2022 12:15",2810,2835,0.885739592559788
"367","SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC","0310","E0522B1014","05/24/2022 12:55",1590,1599,0.564440263405456
"368","NZ068 in Sacramento River","0310","E0522B0989","05/24/2022 13:40",369,368,-0.271370420624152
"369","D6 - Suisun Bay @ Bulls Head nr. Martinez","0310","E0522B1041","05/25/2022 11:00",28200,28809,2.13650476240594
"370","D8 - Suisun Bay off Middle Point nr. Nichols","0310","E0522B1042","05/25/2022 11:55",15900,16193,1.82594335213286
"371","D10 - Sacramento River @ Chipps Island","0310","E0522B1043","05/25/2022 12:45",12600,12673,0.577691607644522
"372","D41A - San Pablo Bay near Mouth of Petaluma River","0310","E0522B1077","05/26/2022 09:15",37500,37975,1.25869493209672
"373","D41 - San Pablo Bay near Pinole Point","0310","E0522B1078","05/26/2022 10:35",44400,44782,0.856675113812204
"374","NZ325 - San Pablo Bay near Rock Wall and Light 15","0310","E0522B1079","05/26/2022 11:15",37700,39110,3.67139695352168
"375","NZ002 - Carquinez Strait near Glencove Harbor","0310","E0522B1080","05/26/2022 11:35",37200,38051,2.26176396326959
"376","NZ004 - Carquinez Strait near Ozol Pier","0310","E0522B1081","05/26/2022 11:50",33900,34735,2.43316092372696
"377","D7 - Grizzly Bay @ Dolphin nr. Suisun Slough","0310","E0522B1123","05/27/2022 11:25",20700,20718,0.0869187309865276
"378","NZS42 - Suisun Slough @ Volanti Slough","0310","E0522B1124","05/27/2022 12:25",9770,9815,0.459535358692877
"379","NZ032 - Montezuma Slough nr Grizzly Island Club","0310","E0522B1125","05/27/2022 13:25",11500,11532,0.277874261896492
"380","Sacramento River @ Hood - C3A","0310","E1221B2235","12/08/2021 08:45",209,205,-1.93236714975845
"381","C9 - West Canal @ Clifton Court Intake","0310","E1221B2236","12/08/2021 10:30",554,547,-1.27157129881926
"382","C10A - San Joaquin River near Vernalis @ SJR Club","0310","E1221B2237","12/08/2021 12:00",610,599,-1.81968569065343
"383","D12 - San Joaquin River @ Antioch Ship Channel","0310","E1221B2246","12/09/2021 09:30",7560,8080,6.64961636828645
"384","SF Estuarine Entrapment Zone-6000 µS/cm bottom EC","0310","E1221B2288","12/09/2021 10:35",5630,5674,0.778485491861288
"385","D16 - San Joaquin River @ Twitchell Island","0310","E1221B2247","12/09/2021 11:25",2060,2110,2.39808153477218
"386","SF Estuarine Entrapment Zone-2000 µS/cm bottom EC","0310","E1221B2289","12/09/2021 11:25",2110,2110,0
"387","D19 - Frank's Tract near Russo's Landing","0310","E1221B2248","12/09/2021 12:45",804,849,5.44464609800363
"388","D28A - Old River @ Rancho Del Rio","0310","E1221B2249","12/09/2021 13:25",592,590,-0.338409475465313
